胡锦涛与韩国总统李明博举行会谈,340268,
中新网首尔八月二十五日电 (记者 孙宇挺)中国国家主席胡锦涛二十五日下午在首尔青瓦台总统府与韩国总统李明博举行会谈。,340268,首尔，青瓦台总统府
胡锦涛出访亚洲三国并出席上合组织峰会,340269," (2,亚洲)"
新华网北京8月25日电 应韩国总统李明博、塔吉克斯坦总统拉赫蒙和土库曼斯坦总统别尔德穆哈梅多夫邀请，国家主席胡锦涛于25日乘专机离开北京，赴韩国、塔吉克斯坦、土库曼斯坦进行国事访问并出席在塔吉克斯坦首都杜尚别举行的上海合作组织成员国元首理事会第八次会议。,340269,
胡锦涛同韩国总统李明博举行会谈,340270,
新华网首尔8月25日电 中国国家主席胡锦涛25日下午在首尔同韩国总统李明博举行会谈，就进一步发展中韩关系交换意见。,340270,首尔
胡锦涛在首尔同李明博举行会谈,340271," (2,首尔)"
新华网快讯：中国国家主席胡锦涛25日下午在韩国首都首尔同韩国总统李明博举行会谈，就进一步发展中韩关系交换意见。,340271,首尔
胡锦涛宣布将赠送一对朱?给韩国,340272,
《世界新闻报》记者/李静,340272,
胡锦涛抵达韩国后在机场发表讲话,340273," (2,韩国)"
国际在线报道(记者全宇虹、张敏、金锦哲)：应韩国总统李明博的邀请，中国国家主席胡锦涛25日中午乘专机抵达韩国首都首尔，开始对韩国进行国事访问。这是北京奥运会闭幕后中国最高领导人的首次出访。,340273,韩国首尔
胡锦涛首尔机场发表讲话：共创中韩关系新局面,340274,首尔
中新网首尔八月二十五日电 (记者 孙宇挺)中国国家主席胡锦涛二十五日中午抵达韩国首都首尔，胡锦涛在机场对记者发表讲话。,340274, 韩国首尔
陈水扁儿子没注册拥有学生证引发各方质疑,340275,
中新网8月25日电 陈水扁儿子陈致中23日搭机回台湾前，在机场秀出弗吉尼亚大学学生证。对此，弗吉尼亚大学一位曾负责学生入学事务的教授表示，“很难想象没有完成注册程序的学生，竟能拥有学生证。”,340275," (10,台湾)"
陈水扁揭露李登辉在任内公款私用,340276,
本报讯 据《海峡导报》报道 近日，涉嫌洗钱案的陈水扁爆料，揭露李登辉公款私用，称其在“总统”任内将1000多万美元(约3亿元新台币)公款流入李创办的“台湾综合研究院”。,340276," (42,台湾)"
陈水扁自称曾捐给民进党3.4亿新台币,340277,
人民网8月25日电 陈水扁说曾捐新台币三亿四千万元给民进党，民进党主席蔡英文23日中午出席北县募款餐会时表示，已透过财务部门清查，等到财务部门25日提出报告后，才能对外说明。,340277,
中国在苏丹首府设总领馆,340278,苏丹
中新网8月26日电 据中国外交部网站消息，8月25日，中国驻朱巴总领事张清洋抵苏丹南方首府朱巴，受到了苏丹南方自治政府官员、中资机构代表和华人的热烈欢迎，并接受了当地电台、电视台的联合采访。,340278,朱巴
中国新任驻新西兰大使递交国书副本,340279,新西兰
新华网惠灵顿8月26日电 (记者 刘洁秋) 中国新任驻新西兰大使张利民25日向新外交贸易部礼宾司司长塞莱尔递交了国书副本。,340279,新西兰
全国人大常委会将审议审计报告,340280,
本报讯 新一届全国人大常委会履职以来工作最为繁忙的一次常委会昨日召开，此次会议将审议五部法律草案和五个报告。,340280,
台检方再传唤陈水扁妻兄吴景茂 不排除申请羁押,340281,
中国台湾网8月26日消息 据台湾媒体报道，台检方特侦组追查陈水扁家族疑似洗钱案，发现陈家的相关账户，出现许多常见的洗钱手法，包括人头户、大额现钞提存、银楼汇款等情形，涉及洗钱的嫌疑大增。而吴淑珍的胞兄吴景茂，是本案关键人物之一。台检方特侦组今天下午2点，再度传唤吴景茂，若他不能清楚交代资金流向，台检方特侦组不排除在讯后，向法院申请羁押。,340281,台湾
外交部：奥运会成功并不意味中国世界地位改变,340282,
中国日报网环球在线消息：外交部发言人秦刚8月26日在例行记者会上对北京奥运会的成功举办给予了高度评价，并向参加奥运会的各国运动员表示感谢和祝贺。,340282,
外交部：希望日本加快消除在华遗留化学武器,340283,华
新华网北京8月26日电 (记者孙奕 白洁)外交部发言人秦刚26日在例行记者会上就日本在华遗留化学武器问题答记者问时表示，中方希望日本能够尽最大的努力，进一步地加快消除在华遗留化学武器的进程，早日消除日遗化武对中国有关地区人民生命财产和生态环境造成的威胁。,340283,华，中国
据称陈致中返台系因人身安全遭黑道威胁,340284,
人民网8月26日电 陈水扁的儿子陈致中夫妇在25日返台，并且在下午接受特侦组的侦讯。台湾资深媒体人杨宪宏今天在一个电视节目爆料说，扁家在瑞士的7亿岛外帐户，其实就是分给陈致中的财产。他指出，陈致中夫妇之所以回台，是因为830游行将届，陈水扁在政治上必须给绿营交代，加上美国黑道闻风找人，陈致中夫妇的安全发生问题，所以才返回台湾。,340284,台湾，瑞士
教育部将出台幼儿园收费标准暂行管理办法,340285,
中新网8月26日电 据中央电视台消息，针对目前部分幼儿园存在的高收费问题，教育部新闻发言人表示，教育部、发改委、财政部等部门将出台幼儿园收费标准暂行管理办法。,340285,
王胜俊：法院须把实现人民新要求作为工作标准,340286,
中新社北戴河八月二十六日电 最高人民法院院长王胜俊在此间举行的全国大法官“大学习、大讨论”研讨班上强调，人民法院必须把实现人民的新要求新期待作为工作的根本出发点和衡量标准；必须把促进社会和谐作为最重要的目标追求；必须把严格公正文明司法，保障社会公平正义作为司法工作的生命线。,340286,
胡锦涛到访塔吉克斯坦 将出席上合组织峰会,340287," (2,塔吉克斯坦)"
中新网杜尚别八月二十六日电 (记者 齐彬)中国国家主席胡锦涛周二傍晚抵达杜尚别，开始他此次亚洲之行的第二站访问行程，塔吉克斯坦总统拉赫蒙等高级官员到机场迎接。,340287,
胡锦涛开始对塔吉克斯坦进行首次国事访问(图),340288," (3,塔吉克斯坦)"
中新社杜尚别八月二十六日电 (记者 齐彬) 中国国家主席胡锦涛周二傍晚抵达杜尚别，开始他此次亚洲之行的第二站行程，这是他首次对这个中亚邻国进行国事访问，塔吉克斯坦总统拉赫蒙亲自到机场迎接。,340288," (9,中国) (16,杜尚别) (22,亚洲) (36,中亚) (42,塔吉克斯坦)"
胡锦涛称希望中韩经济界全面深化互利合作,340289,
国际在线报道 (记者 全宇虹)：正在韩国进行国事访问的中国国家主席胡锦涛26日在首尔表示，希望中韩经济界牢牢把握机遇，全面深化互利合作，共同开创中韩关系更加美好的未来。,340289,韩国，首尔
陈水扁家庭4名被告拒绝签署查账授权书,340290,
中新网8月26日电 据台湾《中国时报》报道，陈水扁之子陈致中夫妇昨日在接受检方约谈时均拒绝签署查账授权书以供调查。到目前为止，陈水扁家庭海外洗钱疑案涉案人士，包括陈水扁妻子吴淑珍、妻舅吴景茂及儿子陈致中夫妇共四名被告，无人愿签授权书，协助检方调查相关海外账户。,340290," (5,台湾)"
陈水扁家族7人涉嫌洗钱案被限制出境,340291,
中国台湾网8月26日消息 陈水扁家庭洗钱案，陈水扁之子陈致中夫妇昨天一接受完侦讯，台湾各地的海巡机关也立刻接到台检方的传真公文和告知电话，表示陈致中夫妇已被限制出境，至此陈水扁家族共有7人列入海巡限制出境名单。,340291,台湾
香港黑帮分子持械伤人挑衅警察,340292," (0,香港)"
中新网8月26日电 据星岛日报报道，香港黑帮分子嚣张跋扈，在尖沙咀街头公然持械伤人，被警员截查时竟脱去上衣挑衅，更用手指向警员鼻前辱骂，引起警方高层震怒，誓要铁腕打击气焰。,340292,香港，尖沙咀街头
中央已投入81亿元补助中西部廉租住房,340293,
为完成全国新增廉租住房保障户数250万户的年度目标，中央今年已经补助中西部地区81亿元，比去年高出46亿元。,340293," (19,中西部)"
今年1-7月全国财政收入40881亿元,340294,
新华网北京8月27日电 (记者陈菲、孙闻)财政部部长谢旭人27日说，今年1月至7月全国财政收支形势总体较好。,340294,
公安部发布道路交通事故处理程序规定(全文),340295,
新华网消息 公安部部长孟建柱8月17日签令发布《道路交通事故处理程序规定》，自2009年1月1日起施行。规定全文如下：,340295,
发改委称电煤二次限价令见效 煤价继续下滑,340296,
本报讯 距离7月24日发改委下发第二次电煤限价令发布一个月，昨日发改委表示，电煤限价临时干预政策对秦皇岛煤炭价格产生了较大影响，8月初，煤价继续下滑，最低成交价已达到860元/吨的限价水平。,340296," (26,秦皇岛)"
发改委：我国经济运行存在4个突出矛盾,340297,
新华网北京8月27日电 (记者周英峰、王飞)国家发展改革委副主任朱之鑫27日说，在看到好形势的同时，也要清醒地认识到经济社会发展面临的挑战和存在的矛盾。,340297,
发改委：推动物价上涨因素仍然较多,340298,
中新社北京八月二十七日电 (记者 张朔 周兆军)今年前七个月，中国居民消费价格上涨百分之七点七，其中七月份上涨百分之六点三，下一步推动价格上涨的因素仍然较多。,340298,
吴淑珍兄长再次被传讯 拒绝签海外查账授权书,340299,
新华网消息 据台联合报报道，台检方26日再度传讯吴淑珍的胞兄吴景茂，希望他签下海外查帐授权书，但吴景茂仍以帐户是吴淑珍在使用为由拒绝。检方认为陈水扁家族没有协助调查的诚意，根本就是在“推、拖、拉”。,340299,
国务院通过汶川地震灾后重建总体规划,340300,
中新网8月27日电 据中国政府网消息，国务院总理温家宝27日主持召开国务院常务会议，审议并原则通过《汶川地震灾后恢复重建总体规划》。,340300,
外交部就俄承认南奥塞梯阿布哈兹独立答问,340301,
新华网北京8月27日电外交部发言人秦刚27日就俄罗斯宣布承认南奥塞梯和阿布哈兹独立答记者问时说，希望有关各方通过对话协商妥善解决问题。,340301,俄罗斯
审计发现国开行58亿贷款违规进入股市楼市,340302,
8月27日下午，受国务院委托，审计署审计长刘家义向全国人大常委会第四次会议报告2007年度中央预算执行和其他财政收支的审计情况，一批违法违纪中央部委被无情曝光，这份审计清单仍然令人触目惊心。,340302,
审计报告称救灾资金审计已追究30名责任人,340303,
中广网北京8月27日消息 (记者申玉彪 张华杰)针对救灾资金审计调查情况，2007年度审计工作报告说，从审计调查情况看，救灾资金在保障受灾群众基本生活、重建家园、恢复生产和维护社会稳定等方面发挥了重要作用。但仍有一些部门和单位将2.58亿元救灾资金用于了弥补行政经费、建设办公楼等方面。对这些问题，有关部门和地方进行了严肃处理，已追究了30名责任人的责任。,340303,
审计署：07年度追回上一年度被挪用资金42亿,340304,
中广网北京8月27日消息 (记者申玉彪 张华杰)受国务院委托，审计署审计长刘家义开始向全国人大常委会报告2007年度中央预算执行和其他财政收支的审计情况。,340304,
审计署：13个省区逾2亿救灾资金被挪用,340305,
新华网北京8月27日电 (记者吴晶晶、崔清新)审计署对13个省(区)救灾资金审计调查情况表明，仍有一些部门和单位将救灾资金用于弥补行政经费、建设办公楼等方面。,340305,
审计署：中央财政376亿资金未纳入预算管理,340306,
新华网北京8月27日电(记者周婷玉、周英峰)审计署审计长刘家义27日向全国人大常委会报告的2007年度中央预算执行和其他财政收支的审计情况表明，中央财政管理存在项目审批把关不严等10余项问题。,340306,
审计署：中央财政部分项目审批不严致投资失当,340307,
新华网北京8月27日电(记者周婷玉、吴晶晶)2007年度中央预算执行和其他财政收支的审计情况表明，中央财政管理中，一些项目审批把关不严，有的监督管理也不到位。,340307,
审计署：中央部门存在问题资金293亿,340308,
新华网北京8月27日电 (记者周婷玉、吴晶晶)审计署审计长刘家义27日在报告2007年度中央预算执行和其他财政收支的审计情况时说，审计结果表明，中央部门预算执行中，部门本级存在的问题金额293.79亿元，部门所属单位存在问题金额170.7亿元。,340308,
审计署：中石油存在损益不实等问题,340309,
新华网北京8月27日电 (记者吴晶晶、周英峰)审计署审计长刘家义27日在十一届全国人大常委会第四次会议上作审计工作报告时指出，审计发现中国石油天然气集团公司、中国华电集团公司、哈尔滨电站设备集团公司3家中央企业在经营管理方面存在四大问题。,340309,
律师曝陈水扁之子在美疑有2银行帐户4豪宅,340310,
新华网消息 据台联合晚报报道，国民党“立委”邱毅与前“立委”、美国执业律师邱彰，上午公布了二个疑似陈致中在美国开立的银行帐户，以及陈致中曾经在美国登记过的四个地址。邱彰质疑，这四个地址都是价值上千万美元的豪宅，陈致中是个还没有收入的学生，如何能住的起这样的豪宅，陈致中应出面交代清楚。,340310," (18,美国)"
教育部长周济：严禁公办小学初中举债建设,340311,
中新网8月27日电 免除城市义务教育阶段学生学杂费东北片会议8月25日在哈尔滨市召开。教育部部长周济在会上表示，严禁学校举债建设。,340311," (17,哈尔滨市)"
民政部就汶川人员婚姻登记证明问题出台意见,340312,
新华网北京8月27日电 (记者李菲)记者从民政部基层政权和社区建设司了解到，为保障汶川地震灾后重建工作有序开展，积极恢复灾区群众正常生活秩序，解决因地震造成婚姻登记档案遗失、损毁引起的有关问题，民政部日前就为汶川地震灾区有关人员出具婚姻登记证明问题提出明确意见。,340312,汶川
胡锦涛与塔吉克斯坦总统举行会谈,340313,
中新社杜尚别八月二十七日电 (记者 齐彬)正在塔吉克斯坦进行国事访问的中国国家主席胡锦涛，二十七日在杜尚别同塔总统拉赫蒙举行会谈。双方就全面推进中塔睦邻友好和互利合作、加强在上合组织框架内合作、维护地区和平稳定等达成重要共识。,340313, 塔吉克斯坦，杜尚别
胡锦涛会见俄罗斯总统梅德韦杰夫,340314,
中新社杜尚别八月二十七日电(记者 齐彬)中国国家主席胡锦涛二十七日在杜尚别会见了前来出席上海合作组织峰会的俄罗斯总统梅德韦杰夫。,340314,杜尚别
胡锦涛同塔吉克斯坦总统会谈,340315,
新华网杜尚别8月27日电 中国国家主席胡锦涛27日在杜尚别同塔吉克斯坦总统拉赫蒙举行会谈，就进一步发展中塔关系交换意见。,340315,杜尚别
胡锦涛在杜尚别同塔吉克斯坦总统举行会谈,340316,杜尚别
新华网快讯：中国国家主席胡锦涛27日在杜尚别同塔吉克斯坦总统拉赫蒙举行会谈，就进一步发展中塔友好合作关系交换意见。,340316,杜尚别
胡锦涛：希望对话解决南奥赛梯和阿布哈兹问题,340317,
中新社杜尚别八月二十七日电(记者 齐彬)中国国家主席胡锦涛二十七日表示，希望有关各方通过对话妥善解决南奥赛梯和阿布哈兹问题。,340317,
财政部07年查出违规违纪资金569亿,340318,
新华网北京8月27日电 (记者陈菲、孙闻)受国务院委托，财政部部长谢旭人27日向十一届全国人大常委会第四次会议作了国务院关于2007年中央决算的报告。他说，2007年，财政部及地方各级财政部门着力推进依法理财、科学管理，深化预算管理制度改革，完善规范财政资金使用的长效机制，财政管理水平进一步提高。同时，加强财政资金管理和监督的任务仍十分艰巨。,340318,
铁路建设存在多结算工程款等问题 99人受处分,340319,
新华网北京8月27日电 (记者周婷玉、王飞)审计署审计长刘家义27日向全国人大常委会报告2007年度中央预算执行和其他财政收支的审计情况时指出，审计发现铁路建设项目存在违规转分包工程、多列预算、多结算工程款等问题。,340319,
陈水扁亲家自称负债20亿 用性命保证未参与洗钱,340320,
人民网8月27日电 根据最新一期的台湾《壹周刊》报道指出，陈水扁的两个亲家，继女婿赵建铭家涉入台开案后，媳妇黄睿靓家在这次海外洗钱案也被卷入，黄睿靓的父亲黄百禄首度坦承他个人背了20亿元台币的巨债，正在追债，为了让女儿风光，除花费新台币2千万元买下台中豪宅，还买中古宾士车，给女儿有面子。,340320," (9,台湾)"
陈水扁涉嫌洗钱案与机要费案可能合流侦办,340321,
中新网8月27日电 台湾检方特侦组侦办陈水扁家族洗钱疑案，今天上午约谈原陈水扁办公室主任林德训、原办公室副秘书长马永成、以及原办公室出纳陈镇慧、原参议郭文彬等四人。陈水扁洗钱案与机要费案有合流侦办的趋向。,340321," (4,台湾)"
上合组织各国签署杜尚别宣言 胡锦涛发表讲话,340322,
中新社杜尚别八月二十八日电 (记者 齐彬)上海合作组织成员国元首理事会第八次会议二十八日在塔吉克斯坦首都杜尚别举行，中国国家主席胡锦涛和其他五个成员国元首出席会议。胡锦涛发表了重要讲话。成员国元首签署了《杜尚别宣言》等重要文件，会议还发表了《联合公报》。,340322,塔吉克斯坦，杜尚别
两岸有望十月签协议共同开发钓鱼岛海域石油,340323," (7,钓鱼岛)"
台海网8月28日讯 两岸将在十月再度举行“陈江会”，会谈议题将优先讨论两岸共同开发油源。,340323,
十一五规划中期评估全面开始 各地加大执行力度,340324,
进入8月份，各省市发改委规划部门都忙于“十一五”规划各项指标的中期评估。,340324,
台东近海发生里氏4.9级地震,340325," (0,台东) (1,近海)"
中新网8月28日电 据“中央社”报道，台湾“气象局”地震测报中心今天发布，台东成功地震站东偏北方向27.8公里处的近海于今天清晨4时34分13.5秒发生里氏4.9级地震，地震深度为33.6公里。,340325," (10,台湾)"
台南“议员”带情妇在“议会”做爱被妻儿捉奸,340326,
台海网8月28日讯　台南市议会大楼，竟成议员“炮房！”南市议员李庆信，利用议会议员研究室偷腥，以为神不知鬼不觉，未料昨被妻儿女三人捉奸在床。李妻盛怒下还将女子胸罩、内裤全扔下楼，两女争吵拉扯时间长达五个小时，直到天亮议会员工上班，李妻才前往警局对女子提妨害家庭告诉。,340326,台南市
台湾检方查出疑似吴淑珍炒股人头户,340327," (0,台湾)"
中国台湾网8月28日消息 据台湾媒体报道，台检方特侦组最近接获不少吴淑珍炒股检举案，查出陈水扁办公室前出纳陈镇慧多次在领取公务机要费后，将现金汇入吴淑珍大学同学蔡美利之弟蔡铭杰账户，曾一天汇四次、每次九十万元。台检方怀疑，蔡铭杰是吴淑珍的股市人头，目前已锁定较明确的“烨隆案”追查，可望有所突破。,340327,
国民党广告牌悬挂胡锦涛吴伯雄握手照(图),340328,
人民网8月28日电 中国国民党台东县党部外，最近悬挂一幅大型广告牌，内容是中共中央总书记胡锦涛和国民党主席吴伯雄的握手照片，引人注目。,340328,
国资委面向海内外公开招聘央企总法律顾问,340329,
国务院国资委2008年面向海内外公开招聘中央企业总法律顾问工作拉开序幕,340329,
外交部就德国华人记者被停职答问,340330," (2,德国)"
新华网北京8月28日电 (记者孙奕、白洁)外交部发言人秦刚28日在例行记者会上就“德国之声”电台一名华人记者被停职答记者问时表示，媒体应秉持客观、公正的原则来进行报道。,340330,
外交部：坚决反对所谓台湾参与联合国活动提案,340331," (5,台湾)"
新华网北京8月28日电 (记者 孙奕 李诗佳)外交部发言人秦刚28日在例行记者会上表示，瑙鲁、冈比亚等国提出所谓台湾“参与联合国专门机构活动”的提案，企图制造“两个中国”、“一中一台”，侵犯了中国的主权和领土完整，干涉了中国的内政，中国政府和人民对此坚决反对。,340331,瑙鲁，冈比亚，中国
教育部要求全国中小学生共上《开学第一课》,340332,
教育部日前向全国的中小学校发文通知，要求全国各地学校组织学生和家长收看将于9月1日央视经济频道播出的《开学第一课》“知识守护生命”节目。,340332,
新加坡将提供陈水扁家族洗钱案司法协助,340333," (0,新加坡)"
人民网8月28日电 针对陈水扁家族涉嫌岛外洗钱案，台北地检署检察官庆启人已经向新加坡总检察长温长明对表达希望提供司法协助的意愿，温长明表示可根据新加坡法律给予必要司法协助。,340333," (18,新加坡)"
最高法院副院长：审判既要讲法治也要讲政治,340334,
全国大法官“大学习、大讨论”研讨班8月27日进行大会发言。最高人民法院党组副书记、副院长张军在大会发言时指出，审判机关和广大法官应始终坚持全面贯彻、完整体现“三个至上”指导思想，审判工作中既要讲法治也要讲政治。法官既要养成法律思维，更要培育政治智慧，必须具有综合的、真正高水平的司法能力。,340334,
温家宝习近平等出席残奥圣火采集仪式,340335,
中新网8月28日电 北京残奥会圣火采集及火炬接力启动仪式今天上午在北京天坛举行，温家宝、习近平、周永康等国家领导同志步入圣火采集及火炬传递启动仪式现场。,340335," (16,北京)"
胡锦涛会见俄罗斯总统梅德韦杰夫,340336," (2,俄罗斯)"
新华网杜尚别8月27日电（记者 廖雷 王作葵 卢敬利）国家主席胡锦涛27日在杜尚别会见了前来出席上海合作组织峰会的俄罗斯总统梅德韦杰夫。,340336,杜尚别
胡锦涛：推动联合反恐演习机制化(全文),340337,
新华网杜尚别8月28日电 国家主席胡锦涛28日在杜尚别举行的上海合作组织成员国元首理事会第八次会议上发表重要讲话。讲话全文如下：,340337," (1,杜尚别)"
金门计划与厦门中秋夜同步燃放高空烟火,340338,金门，厦门
中国台湾网8月28日消息 据台湾媒体报道，一年一度的中秋佳节就要到了，金门县政府规划在9月14的中秋夜，举办“金秋来一厦、两门烟火秀”的烟火晚会，与厦门市隔海同步施放五彩缤纷的烟火，吸引民众前来观光。,340338,台湾，金门，厦门
陈水扁岳母怒打记者 称受日本教育听不懂北京话,340339," (7,日本)"
环球时报驻台北特约撰稿人周先报道：据台湾《苹果日报》27日报道，陈水扁丈母娘吴王霞26日下午现身美容院洗头，遭台湾电子媒体围上追问对外孙陈致中返台应讯的看法。她连说多次“我不知道”，并气得拍打摄影机镜头及推打记者。,340339," (10,台湾)"
陈水扁幕僚称李登辉侵占挪用公款,340340,
中新网8月28日电 据台湾《中国时报》报道，受困于海外汇款案的陈水扁展开反击。陈水扁核心幕僚昨天提出李登辉主政时的巩案调查报告指控，“奉天专案”支付的2.8亿多元(新台币，下同)曾由台“国安局”违法回补2亿，台当局当时又让“外交部”归还全数“借款”，其中差额流入中华开发公司，再“洗回”台综院，李登辉难脱关系。,340340," (5,台湾)"
香港4名儿童染怪病3人死亡,340341," (0,香港)"
中新网8月28日电 据香港文汇报报道，香港本月3名女童在8天内离奇染病死亡，卫生防护中心27日预计，他们的化验报告将在一星期后完成。虽然至今仍未找出病源，但已排除小区爆发的可能性，并称即使未来所有测试结果呈阴性，也不一定代表有新种病毒或细菌威胁小区。,340341," (9,香港)"
中共首次派员考察美民主党大会 预判未来政策,340342,
8月27日，美国民主党党代会渐入高潮。东道主丹佛市迎来的两位中国客人连日忙碌，引起记者关注。,340342,丹佛市
农业部：城乡收入差距创30年最大水平,340343,
本报北京8月28日电(记者 崔丽)今天，农业部部长孙政才在向全国人大常委会作国务院关于促进农民稳定增收情况的报告时指出，近几年是我国农民收入增长最快的几年，但城乡居民收入差距也在不断扩大。,340343,
十一届全国人大常委会第四次会议闭幕,340344,
中新社北京八月二十九日电 (记者 张朔)十一届全国人大常委会第四次会议在完成各项议程后，二十九日下午在北京人民大会堂闭会。会议经表决，通过了循环经济促进法，国家主席胡锦涛签署第四号主席令予以公布。,340344,
台警方部署上千警力应对绿营8-30反马游行,340345,
中新网8月29日电 台湾绿营发起的“8?30”反马游行，号称将有三万至四万人参加。台湾“警政署”及台北市警方为此动员二千二百名警力戒备，以确保当天相关方面的安全。,340345," (4,台湾) (29,台北市)"
国土部试点地方用地全面体检,340346,
一则审计公告，将国有土地出让收入监管这个“老大难”问题再次置于公众面前。,340346,
杨洁篪将出席赞比亚总统葬礼并访问保加利亚,340347,保加利亚
中新网8月29日电 据中国外交部网站消息，外交部发言人姜瑜宣布：外交部长杨洁篪将于9月2日至4日作为胡锦涛主席特使赴赞比亚出席姆瓦纳瓦萨总统葬礼，此前还将于8月31日至9月1日应保加利亚副总理兼外长卡尔芬邀请对保加利亚进行正式访问。,340347," (30,赞比亚) (47,保加利亚)"
江丙坤结束对日本访问返台,340348,日本，台
中新网8月29日电 国民党副主席江丙坤日前率团前往日本访问，今天搭机返台，他说，此行主要拜会日本各主要政党说明目前的两岸关系，日方也欢迎内定“驻日代表”人选。,340348," (11,日本)"
温家宝主持科教领导小组会议部署教育改革,340349,
中新网8月29日电 据中国政府网消息，中共中央政治局常委、国务院总理、国家科技教育领导小组组长温家宝主持召开国家科技教育领导小组第一次会议，听取教育部关于制订《国家中长期教育改革和发展规划纲要》工作情况的汇报，审议并原则通过规划纲要制订工作方案。,340349," (5,中国)"
环保部启动贸易环境逆差核算,340350,
当我国成为出口贸易大国后，到底付出了多少环境代价？环保部意图通过定量研究给出回答。,340350,
胡锦涛会见吉尔吉斯总统巴基耶夫,340351,
中新网8月29日电 据外交部网站消息，中国国家主席胡锦涛28日在杜尚别会见了前来出席上海合作组织峰会的吉尔吉斯斯坦总统巴基耶夫。,340351,杜尚别，吉尔吉斯斯坦
胡锦涛同土库曼斯坦总统会谈,340352," (2,土库曼斯坦)"
新华网阿什哈巴德8月29日电 中国国家主席胡锦涛29日在阿什哈巴德同土库曼斯坦总统别尔德穆哈梅多夫举行会谈，就发展中土关系和共同关心的国际及地区问题交换意见。,340352,阿什哈巴德，土库曼斯坦
公安部授予第六支赴海地维和防暴队一等功,340353," (5,海地)"
